Module	Section	Sample Name	Source
FastQC	all_sections	Gl-16_S4.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-16_S4.R1_fastqc.zip
FastQC	all_sections	I8_S66.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I8_S66.R2_fastqc.zip
FastQC	all_sections	Gl-63_S27.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-63_S27.R1_fastqc.zip
FastQC	all_sections	I117_S53.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I117_S53.R2_fastqc.zip
FastQC	all_sections	GI-103_S80.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/GI-103_S80.R2_fastqc.zip
FastQC	all_sections	I29_S75.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I29_S75.R1_fastqc.zip
FastQC	all_sections	I35_S50.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I35_S50.R1_fastqc.zip
FastQC	all_sections	Gl-121_S45.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-121_S45.R1_fastqc.zip
FastQC	all_sections	Gl-73_S35.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-73_S35.R2_fastqc.zip
FastQC	all_sections	Gl-54_S23.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-54_S23.R1_fastqc.zip
FastQC	all_sections	Gl-72_S34.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-72_S34.R1_fastqc.zip
FastQC	all_sections	I9_S76.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I9_S76.R1_fastqc.zip
FastQC	all_sections	I16_S70.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I16_S70.R1_fastqc.zip
FastQC	all_sections	Gl-28_S8.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-28_S8.R2_fastqc.zip
FastQC	all_sections	Gl-53_S22.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-53_S22.R2_fastqc.zip
FastQC	all_sections	I10_S77.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I10_S77.R2_fastqc.zip
FastQC	all_sections	I7_S65.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I7_S65.R2_fastqc.zip
FastQC	all_sections	Gl-30_S10.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-30_S10.R1_fastqc.zip
FastQC	all_sections	Gl-51_S20.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-51_S20.R2_fastqc.zip
FastQC	all_sections	I36_S51.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I36_S51.R2_fastqc.zip
FastQC	all_sections	I6_S64.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I6_S64.R1_fastqc.zip
FastQC	all_sections	Gl-80_S38.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-80_S38.R1_fastqc.zip
FastQC	all_sections	I57_S58.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I57_S58.R2_fastqc.zip
FastQC	all_sections	Gl-25_S48.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-25_S48.R2_fastqc.zip
FastQC	all_sections	Gl-14_S2.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-14_S2.R1_fastqc.zip
FastQC	all_sections	Gl-36_S15.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-36_S15.R1_fastqc.zip
FastQC	all_sections	Gl-88_S41.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-88_S41.R2_fastqc.zip
FastQC	all_sections	I111_S52.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I111_S52.R2_fastqc.zip
FastQC	all_sections	I3_S61.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I3_S61.R1_fastqc.zip
FastQC	all_sections	Gl-79_S37.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-79_S37.R2_fastqc.zip
FastQC	all_sections	I7_S65.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I7_S65.R1_fastqc.zip
FastQC	all_sections	GI-103_S80.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/GI-103_S80.R1_fastqc.zip
FastQC	all_sections	Gl-75_S36.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-75_S36.R2_fastqc.zip
FastQC	all_sections	Gl-39_S17.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-39_S17.R2_fastqc.zip
FastQC	all_sections	Gl-67_S30.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-67_S30.R2_fastqc.zip
FastQC	all_sections	Gl-56_S24.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-56_S24.R1_fastqc.zip
FastQC	all_sections	Gl-125_S47.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-125_S47.R2_fastqc.zip
FastQC	all_sections	Gl-104_S42.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-104_S42.R2_fastqc.zip
FastQC	all_sections	I52_S56.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I52_S56.R1_fastqc.zip
FastQC	all_sections	Gl-27_S7.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-27_S7.R1_fastqc.zip
FastQC	all_sections	Gl-61_S25.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-61_S25.R1_fastqc.zip
FastQC	all_sections	I36_S51.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I36_S51.R1_fastqc.zip
FastQC	all_sections	GI-59_S79.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/GI-59_S79.R2_fastqc.zip
FastQC	all_sections	I15_S69.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I15_S69.R2_fastqc.zip
FastQC	all_sections	Gl-17_S5.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-17_S5.R2_fastqc.zip
FastQC	all_sections	I113_S59.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I113_S59.R1_fastqc.zip
FastQC	all_sections	Gl-17_S5.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-17_S5.R1_fastqc.zip
FastQC	all_sections	Gl-39_S17.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-39_S17.R1_fastqc.zip
FastQC	all_sections	Gl-45_S18.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-45_S18.R1_fastqc.zip
FastQC	all_sections	I13_S67.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I13_S67.R2_fastqc.zip
FastQC	all_sections	I50_S54.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I50_S54.R1_fastqc.zip
FastQC	all_sections	I16_S70.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I16_S70.R2_fastqc.zip
FastQC	all_sections	Gl-104_S42.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-104_S42.R1_fastqc.zip
FastQC	all_sections	I24_S49.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I24_S49.R2_fastqc.zip
FastQC	all_sections	Gl-64_S28.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-64_S28.R2_fastqc.zip
FastQC	all_sections	Gl-54_S23.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-54_S23.R2_fastqc.zip
FastQC	all_sections	Gl-47_S19.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-47_S19.R1_fastqc.zip
FastQC	all_sections	I56_S57.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I56_S57.R1_fastqc.zip
FastQC	all_sections	Gl-121_S45.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-121_S45.R2_fastqc.zip
FastQC	all_sections	I56_S57.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I56_S57.R2_fastqc.zip
FastQC	all_sections	I19_S73.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I19_S73.R2_fastqc.zip
FastQC	all_sections	Gl-30_S10.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-30_S10.R2_fastqc.zip
FastQC	all_sections	Gl-62_S26.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-62_S26.R2_fastqc.zip
FastQC	all_sections	Gl-38_S16.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-38_S16.R2_fastqc.zip
FastQC	all_sections	I2_S60.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I2_S60.R2_fastqc.zip
FastQC	all_sections	Gl-67_S30.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-67_S30.R1_fastqc.zip
FastQC	all_sections	Gl-86_S40.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-86_S40.R2_fastqc.zip
FastQC	all_sections	Gl-52_S21.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-52_S21.R1_fastqc.zip
FastQC	all_sections	Gl-28_S8.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-28_S8.R1_fastqc.zip
FastQC	all_sections	I28_S74.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I28_S74.R2_fastqc.zip
FastQC	all_sections	Gl-31_S11.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-31_S11.R1_fastqc.zip
FastQC	all_sections	Gl-63_S27.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-63_S27.R2_fastqc.zip
FastQC	all_sections	I57_S58.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I57_S58.R1_fastqc.zip
FastQC	all_sections	Gl-124_S46.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-124_S46.R2_fastqc.zip
FastQC	all_sections	Gl-61_S25.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-61_S25.R2_fastqc.zip
FastQC	all_sections	Gl-45_S18.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-45_S18.R2_fastqc.zip
FastQC	all_sections	I117_S53.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I117_S53.R1_fastqc.zip
FastQC	all_sections	Gl-34_S14.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-34_S14.R2_fastqc.zip
FastQC	all_sections	I113_S59.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I113_S59.R2_fastqc.zip
FastQC	all_sections	Gl-79_S37.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-79_S37.R1_fastqc.zip
FastQC	all_sections	I13_S67.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I13_S67.R1_fastqc.zip
FastQC	all_sections	Gl-69_S31.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-69_S31.R1_fastqc.zip
FastQC	all_sections	Gl-25_S48.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-25_S48.R1_fastqc.zip
FastQC	all_sections	Gl-52_S21.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-52_S21.R2_fastqc.zip
FastQC	all_sections	I6_S64.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I6_S64.R2_fastqc.zip
FastQC	all_sections	I14_S68.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I14_S68.R2_fastqc.zip
FastQC	all_sections	I4_S62.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I4_S62.R1_fastqc.zip
FastQC	all_sections	Gl-85_S39.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-85_S39.R2_fastqc.zip
FastQC	all_sections	Gl-31_S11.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-31_S11.R2_fastqc.zip
FastQC	all_sections	Gl-29_S9.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-29_S9.R2_fastqc.zip
FastQC	all_sections	Gl-69_S31.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-69_S31.R2_fastqc.zip
FastQC	all_sections	I29_S75.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I29_S75.R2_fastqc.zip
FastQC	all_sections	I19_S73.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I19_S73.R1_fastqc.zip
FastQC	all_sections	Gl-29_S9.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-29_S9.R1_fastqc.zip
FastQC	all_sections	I2_S60.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I2_S60.R1_fastqc.zip
FastQC	all_sections	Gl-125_S47.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-125_S47.R1_fastqc.zip
FastQC	all_sections	Gl-64_S28.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-64_S28.R1_fastqc.zip
FastQC	all_sections	I5_S63.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I5_S63.R2_fastqc.zip
FastQC	all_sections	I10_S77.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I10_S77.R1_fastqc.zip
FastQC	all_sections	Gl-14_S2.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-14_S2.R2_fastqc.zip
FastQC	all_sections	Gl-26_S6.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-26_S6.R1_fastqc.zip
FastQC	all_sections	Gl-15_S3.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-15_S3.R1_fastqc.zip
FastQC	all_sections	Gl-38_S16.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-38_S16.R1_fastqc.zip
FastQC	all_sections	Gl-16_S4.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-16_S4.R2_fastqc.zip
FastQC	all_sections	I8_S66.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I8_S66.R1_fastqc.zip
FastQC	all_sections	I28_S74.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I28_S74.R1_fastqc.zip
FastQC	all_sections	Gl-70_S32.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-70_S32.R1_fastqc.zip
FastQC	all_sections	Gl-73_S35.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-73_S35.R1_fastqc.zip
FastQC	all_sections	I51_S55.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I51_S55.R1_fastqc.zip
FastQC	all_sections	Gl-70_S32.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-70_S32.R2_fastqc.zip
FastQC	all_sections	I18_S72.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I18_S72.R1_fastqc.zip
FastQC	all_sections	Gl-33_S13.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-33_S13.R1_fastqc.zip
FastQC	all_sections	Gl-26_S6.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-26_S6.R2_fastqc.zip
FastQC	all_sections	I14_S68.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I14_S68.R1_fastqc.zip
FastQC	all_sections	Gl-53_S22.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-53_S22.R1_fastqc.zip
FastQC	all_sections	Gl-80_S38.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-80_S38.R2_fastqc.zip
FastQC	all_sections	Gl-36_S15.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-36_S15.R2_fastqc.zip
FastQC	all_sections	I24_S49.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I24_S49.R1_fastqc.zip
FastQC	all_sections	I3_S61.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I3_S61.R2_fastqc.zip
FastQC	all_sections	Gl-7_S1.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-7_S1.R2_fastqc.zip
FastQC	all_sections	I17_S71.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I17_S71.R1_fastqc.zip
FastQC	all_sections	Gl-66_S29.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-66_S29.R2_fastqc.zip
FastQC	all_sections	Gl-56_S24.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-56_S24.R2_fastqc.zip
FastQC	all_sections	Gl-15_S3.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-15_S3.R2_fastqc.zip
FastQC	all_sections	Gl-111_S43.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-111_S43.R2_fastqc.zip
FastQC	all_sections	I11_S78.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I11_S78.R2_fastqc.zip
FastQC	all_sections	Gl-7_S1.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-7_S1.R1_fastqc.zip
FastQC	all_sections	I50_S54.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I50_S54.R2_fastqc.zip
FastQC	all_sections	Gl-32_S12.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-32_S12.R1_fastqc.zip
FastQC	all_sections	Gl-124_S46.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-124_S46.R1_fastqc.zip
FastQC	all_sections	Gl-71_S33.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-71_S33.R1_fastqc.zip
FastQC	all_sections	I18_S72.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I18_S72.R2_fastqc.zip
FastQC	all_sections	I15_S69.R1	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/I15_S69.R1_fastqc.zip
FastQC	all_sections	Gl-47_S19.R2	/home/vincent/Documents/metagenomics_conakry/data/fastq/QC/Gl-47_S19.R2_fastqc.zip
